symbol,asset_type,lstm_mae,lstm_rmse,lstm_mape,lstm_r2,lstm_dir_acc,tr_mae,tr_rmse,tr_mape,tr_r2,tr_dir_acc,naive_mae,naive_mape,mae_winner,rmse_winner,mape_winner,r2_winner,dir_acc_winner
RELIANCE.NS,stocks,49.875837815915304,63.54198211272107,3.412437468211155,0.19980781771443246,48.08743169398907,118.00328189036885,137.1008711689079,8.016212995333786,-2.725231073829924,49.18032786885246,13.1666593291069,0.9261882532829939,lstm,lstm,lstm,lstm,transformer
AXISBANK.NS,stocks,80.95634352053449,91.30617302487796,6.446539128464083,0.12513341115640275,47.540983606557376,92.37848600794058,105.15548719835384,7.305415280116426,-0.16039388171685154,49.72677595628415,13.549724641393443,1.0900416416848602,lstm,lstm,lstm,lstm,transformer
HDFCBANK.NS,stocks,114.96256743884477,123.57693274467684,11.960655766180327,-1.8006555584428297,56.830601092896174,60.684169414916326,92.02234166556931,7.151739148280697,-0.5529999355324557,48.63387978142077,7.6549155646986,0.8572445333725136,transformer,transformer,transformer,transformer,lstm
ONGC.NS,stocks,6.281874859919314,7.952752141981333,2.459093102348607,0.7999932963413106,44.26229508196721,12.784724417931395,17.216079420973617,4.808943541130155,0.06270095923436936,48.08743169398907,2.483005711289703,0.9679778702735043,lstm,lstm,lstm,lstm,transformer
SBIN.NS,stocks,161.87153100185708,190.16657537380257,15.620622194778319,-1.6670537728411468,43.169398907103826,90.44666928150615,110.97844215280033,8.708835549517655,0.0916762931929489,44.80874316939891,9.668306611274762,0.95841577004841,transformer,transformer,transformer,transformer,transformer
INFY.NS,stocks,72.51531348723532,91.67705200619122,5.0528970925692995,0.49021727481524346,46.44808743169399,90.48453375811134,106.37765547373793,6.268415397391454,0.31361993060760684,51.36612021857923,17.518027717298498,1.2085224526909926,lstm,lstm,lstm,lstm,transformer
TCS.NS,stocks,234.87594454405738,320.82492712964586,8.788157201717004,-0.3637475067771281,47.540983606557376,403.57103825136613,470.8619095779741,14.613719245383411,-1.937547380286325,46.994535519125684,30.782517396687158,1.0645352178387126,lstm,lstm,lstm,lstm,lstm
ICICIBANK.NS,stocks,96.21980193925035,103.34271433437273,6.932272838531982,-2.878693201697546,57.377049180327866,77.25797392631489,89.4396579535833,5.762815937484207,-1.9052663889393693,45.90163934426229,11.830050108862705,0.8726154387113618,transformer,transformer,transformer,transformer,lstm
KOTAKBANK.NS,stocks,22.7703455523715,25.390723539580414,5.448730029653914,-0.3135562573743118,54.09836065573771,42.230388036842555,47.05639131275615,10.07341469889381,-3.5116537435617774,55.19125683060109,3.815682666549266,0.9449921579066295,lstm,lstm,lstm,lstm,transformer
ADANIPORTS.NS,stocks,168.25881441043376,183.06737057651648,11.441479863417486,-4.962696685510912,51.36612021857923,143.37985879866804,158.28506477748354,9.718739417908786,-3.4575960203465703,53.00546448087432,17.85573890560963,1.2442251003882072,transformer,transformer,transformer,transformer,transformer
ADANIENT.NS,stocks,132.94264629760076,166.51155238461706,5.915435482297923,0.23598004681896056,54.644808743169406,286.9473423358521,324.976499860818,13.350005202733145,-1.9101801554375606,45.3551912568306,33.60406394082992,1.5223991456453725,lstm,lstm,lstm,lstm,lstm
BAJFINANCE.NS,stocks,164.32185038582224,177.78964236542228,16.624706049697856,-6.149758373831827,46.44808743169399,172.6041790071081,183.948707856549,17.511778676267813,-6.653708813076063,46.44808743169399,12.529235172792863,1.3185154887609072,lstm,lstm,lstm,lstm,transformer
BHARTIARTL.NS,stocks,293.66001683636443,304.6477629354182,14.751435212951701,-7.827915308337387,49.18032786885246,147.4348317964481,171.5702057374704,7.292667267555107,-1.7999218864502926,51.36612021857923,16.9065608457138,0.8616713641363908,transformer,transformer,transformer,transformer,transformer
^NSEI,indices,1685.2499786543715,1764.9836871395344,6.663183981579252,-2.9069140385955223,46.44808743169399,789.8197788592896,928.1091851225904,3.1486435806577004,-0.0803154962237762,49.18032786885246,154.37815915300547,0.6257522287969328,transformer,transformer,transformer,transformer,transformer
^NSEBANK,indices,4895.7825947745905,5190.871861779055,8.438446285330949,-3.5063289392132173,44.26229508196721,5256.744322062841,5807.1317810085475,9.009504257343657,-4.63982510415059,45.90163934426229,392.2152279713115,0.6961755294341406,lstm,lstm,lstm,lstm,transformer
^NSEMDCP50,indices,1401.883075420673,1457.7376628257473,8.364504952032298,-5.327518410718727,47.8021978021978,631.6335905305632,855.3632941483717,3.9025202408605573,-1.1785919148959936,56.59340659340659,136.66448639251374,0.8325816008939805,transformer,transformer,transformer,transformer,transformer
^CNXAUTO,indices,3132.075189917127,3289.0850878892006,11.586663697502122,-5.232887711025819,50.82872928176796,3392.367478850138,3596.3431093828262,12.552640305393567,-6.451802282631552,51.38121546961326,256.7590750172652,0.9753550482481324,lstm,lstm,lstm,lstm,transformer
