date,actual_close,predicted_close,naive_close,abs_error,naive_abs_error
2025-07-29,1064.199951171875,1140.6989,1073.5999755859375,76.4989013671875,9.4000244140625
2025-07-30,1073.300048828125,1138.4701,1064.199951171875,65.1700439453125,9.10009765625
2025-07-31,1068.4000244140625,1138.2249,1073.300048828125,69.8248291015625,4.9000244140625
2025-08-01,1062.4000244140625,1137.552,1068.4000244140625,75.1519775390625,6.0
2025-08-04,1068.5999755859375,1137.0906,1062.4000244140625,68.4906005859375,6.199951171875
2025-08-05,1070.800048828125,1137.4724,1068.5999755859375,66.67236328125,2.2000732421875
2025-08-06,1071.0,1136.5942,1070.800048828125,65.59423828125,0.199951171875
2025-08-07,1076.199951171875,1135.6902,1071.0,59.490234375,5.199951171875
2025-08-08,1058.0999755859375,1134.3741,1076.199951171875,76.274169921875,18.0999755859375
2025-08-11,1073.300048828125,1136.6539,1058.0999755859375,63.3538818359375,15.2000732421875
2025-08-12,1070.0,1136.1123,1073.300048828125,66.1123046875,3.300048828125
2025-08-13,1066.0,1138.1793,1070.0,72.1793212890625,4.0
2025-08-14,1068.199951171875,1138.2639,1066.0,70.06396484375,2.199951171875
2025-08-18,1082.5999755859375,1137.6302,1068.199951171875,55.0302734375,14.4000244140625
2025-08-19,1083.199951171875,1139.2888,1082.5999755859375,56.0888671875,0.5999755859375
2025-08-20,1080.199951171875,1141.3134,1083.199951171875,61.1134033203125,3.0
2025-08-21,1078.9000244140625,1142.5657,1080.199951171875,63.6656494140625,1.2999267578125
2025-08-22,1070.9000244140625,1142.948,1078.9000244140625,72.0479736328125,8.0
2025-08-25,1070.0,1144.33,1070.9000244140625,74.3299560546875,0.9000244140625
2025-08-26,1050.0999755859375,1145.8505,1070.0,95.75048828125,19.9000244140625
2025-08-28,1051.9000244140625,1146.4868,1050.0999755859375,94.5867919921875,1.800048828125
2025-08-29,1045.199951171875,1145.79,1051.9000244140625,100.590087890625,6.7000732421875
2025-09-01,1061.5,1145.6001,1045.199951171875,84.10009765625,16.300048828125
2025-09-02,1056.199951171875,1145.0491,1061.5,88.84912109375,5.300048828125
2025-09-03,1054.699951171875,1147.9443,1056.199951171875,93.244384765625,1.5
2025-09-04,1050.4000244140625,1148.31,1054.699951171875,97.9100341796875,4.2999267578125
2025-09-05,1055.9000244140625,1148.0813,1050.4000244140625,92.1812744140625,5.5
2025-09-08,1055.5,1149.0209,1055.9000244140625,93.5208740234375,0.4000244140625
2025-09-09,1052.199951171875,1151.3181,1055.5,99.1181640625,3.300048828125
2025-09-10,1070.0999755859375,1150.1738,1052.199951171875,80.0738525390625,17.9000244140625
2025-09-11,1087.4000244140625,1152.9941,1070.0999755859375,65.5941162109375,17.300048828125
2025-09-12,1105.300048828125,1153.5242,1087.4000244140625,48.22412109375,17.9000244140625
2025-09-15,1104.4000244140625,1158.0579,1105.300048828125,53.6578369140625,0.9000244140625
2025-09-16,1121.199951171875,1156.5962,1104.4000244140625,35.396240234375,16.7999267578125
2025-09-17,1126.0,1158.4417,1121.199951171875,32.441650390625,4.800048828125
2025-09-18,1133.0,1165.3625,1126.0,32.362548828125,7.0
2025-09-19,1135.9000244140625,1169.5817,1133.0,33.681640625,2.9000244140625
2025-09-22,1144.4000244140625,1167.8329,1135.9000244140625,23.432861328125,8.5
2025-09-23,1170.800048828125,1168.4587,1144.4000244140625,2.34130859375,26.4000244140625
2025-09-24,1158.9000244140625,1165.1124,1170.800048828125,6.21240234375,11.9000244140625
2025-09-25,1166.5999755859375,1166.9224,1158.9000244140625,0.3223876953125,7.699951171875
2025-09-26,1154.0,1165.2631,1166.5999755859375,11.2630615234375,12.5999755859375
2025-09-29,1132.199951171875,1166.6539,1154.0,34.4539794921875,21.800048828125
2025-09-30,1131.5999755859375,1167.3638,1132.199951171875,35.7637939453125,0.5999755859375
2025-10-01,1159.5,1167.5802,1131.5999755859375,8.0802001953125,27.9000244140625
2025-10-03,1181.0,1167.2832,1159.5,13.716796875,21.5
2025-10-06,1212.800048828125,1165.0359,1181.0,47.76416015625,31.800048828125
2025-10-07,1186.800048828125,1163.194,1212.800048828125,23.6060791015625,26.0
2025-10-08,1180.5999755859375,1164.01,1186.800048828125,16.5899658203125,6.2000732421875
2025-10-09,1167.4000244140625,1166.0957,1180.5999755859375,1.3043212890625,13.199951171875
2025-10-10,1180.4000244140625,1166.0789,1167.4000244140625,14.3211669921875,13.0
2025-10-13,1189.5999755859375,1166.8584,1180.4000244140625,22.7415771484375,9.199951171875
2025-10-14,1176.800048828125,1166.5709,1189.5999755859375,10.2291259765625,12.7999267578125
2025-10-15,1169.5999755859375,1165.0598,1176.800048828125,4.5401611328125,7.2000732421875
2025-10-16,1196.300048828125,1164.5138,1169.5999755859375,31.7862548828125,26.7000732421875
2025-10-17,1200.199951171875,1163.7311,1196.300048828125,36.4688720703125,3.89990234375
2025-10-20,1226.0,1162.4435,1200.199951171875,63.5565185546875,25.800048828125
2025-10-21,1237.300048828125,1162.7957,1226.0,74.50439453125,11.300048828125
2025-10-23,1258.800048828125,1163.6699,1237.300048828125,95.130126953125,21.5
2025-10-24,1241.9000244140625,1161.3469,1258.800048828125,80.5531005859375,16.9000244140625
2025-10-27,1254.0999755859375,1162.4934,1241.9000244140625,91.6065673828125,12.199951171875
2025-10-28,1246.300048828125,1161.0413,1254.0999755859375,85.2587890625,7.7999267578125
2025-10-29,1248.800048828125,1159.7925,1246.300048828125,89.007568359375,2.5
2025-10-30,1238.5999755859375,1160.7151,1248.800048828125,77.8848876953125,10.2000732421875
2025-10-31,1232.800048828125,1160.1942,1238.5999755859375,72.6058349609375,5.7999267578125
2025-11-03,1233.699951171875,1161.352,1232.800048828125,72.347900390625,0.89990234375
2025-11-04,1226.5999755859375,1159.7251,1233.699951171875,66.8748779296875,7.0999755859375
2025-11-06,1228.5,1158.7969,1226.5999755859375,69.703125,1.9000244140625
2025-11-07,1222.800048828125,1157.8289,1228.5,64.97119140625,5.699951171875
2025-11-10,1217.0,1157.3972,1222.800048828125,59.602783203125,5.800048828125
2025-11-11,1222.5,1155.7339,1217.0,66.76611328125,5.5
2025-11-12,1221.5999755859375,1155.3778,1222.5,66.22216796875,0.9000244140625
2025-11-13,1225.199951171875,1154.2336,1221.5999755859375,70.96630859375,3.5999755859375
2025-11-14,1241.5999755859375,1154.5992,1225.199951171875,87.000732421875,16.4000244140625
2025-11-17,1249.5999755859375,1153.0125,1241.5999755859375,96.5875244140625,8.0
2025-11-18,1265.4000244140625,1152.3667,1249.5999755859375,113.0333251953125,15.800048828125
2025-11-19,1270.4000244140625,1152.6362,1265.4000244140625,117.7637939453125,5.0
2025-11-20,1285.199951171875,1152.6184,1270.4000244140625,132.58154296875,14.7999267578125
2025-11-21,1275.800048828125,1154.2915,1285.199951171875,121.508544921875,9.39990234375
2025-11-24,1269.0,1154.789,1275.800048828125,114.2110595703125,6.800048828125
2025-11-25,1266.300048828125,1153.8478,1269.0,112.4522705078125,2.699951171875
2025-11-26,1290.199951171875,1154.5573,1266.300048828125,135.6427001953125,23.89990234375
2025-11-27,1287.300048828125,1154.1213,1290.199951171875,133.1787109375,2.89990234375
2025-11-28,1279.699951171875,1154.673,1287.300048828125,125.0269775390625,7.60009765625
2025-12-01,1275.699951171875,1155.3579,1279.699951171875,120.342041015625,4.0
2025-12-02,1258.0,1155.8784,1275.699951171875,102.12158203125,17.699951171875
2025-12-03,1270.699951171875,1154.6348,1258.0,116.065185546875,12.699951171875
2025-12-04,1280.0,1154.419,1270.699951171875,125.5810546875,9.300048828125
2025-12-05,1282.5,1153.6602,1280.0,128.83984375,2.5
2025-12-08,1273.800048828125,1153.0743,1282.5,120.7257080078125,8.699951171875
2025-12-09,1275.9000244140625,1153.9119,1273.800048828125,121.9881591796875,2.0999755859375
2025-12-10,1278.5999755859375,1152.3134,1275.9000244140625,126.28662109375,2.699951171875
2025-12-11,1272.699951171875,1152.5107,1278.5999755859375,120.189208984375,5.9000244140625
2025-12-12,1286.0999755859375,1152.5142,1272.699951171875,133.5858154296875,13.4000244140625
2025-12-15,1284.800048828125,1152.8385,1286.0999755859375,131.9615478515625,1.2999267578125
2025-12-16,1219.5999755859375,1151.4861,1284.800048828125,68.1138916015625,65.2000732421875
2025-12-17,1224.699951171875,1151.5308,1219.5999755859375,73.169189453125,5.0999755859375
2025-12-18,1229.800048828125,1151.59,1224.699951171875,78.2100830078125,5.10009765625
2025-12-19,1230.5999755859375,1152.771,1229.800048828125,77.8289794921875,0.7999267578125
2025-12-22,1233.199951171875,1151.5532,1230.5999755859375,81.646728515625,2.5999755859375
2025-12-23,1225.0,1151.8767,1233.199951171875,73.123291015625,8.199951171875
2025-12-24,1226.300048828125,1152.3672,1225.0,73.932861328125,1.300048828125
2025-12-26,1228.199951171875,1150.7699,1226.300048828125,77.4300537109375,1.89990234375
2025-12-29,1232.0,1151.9789,1228.199951171875,80.0211181640625,3.800048828125
