date,actual_close,predicted_close,naive_close,abs_error,naive_abs_error
2025-07-29,241.44000244140625,261.57095,240.02000427246094,20.130950927734375,1.4199981689453125
2025-07-30,241.80999755859375,261.75317,241.44000244140625,19.94317626953125,0.3699951171875
2025-07-31,241.0,261.9079,241.80999755859375,20.90789794921875,0.80999755859375
2025-08-01,236.7899932861328,260.4198,241.0,23.629806518554688,4.2100067138671875
2025-08-04,234.8300018310547,260.29138,236.7899932861328,25.461380004882812,1.959991455078125
2025-08-05,234.47999572753906,260.3511,234.8300018310547,25.871109008789062,0.350006103515625
2025-08-06,233.77000427246094,260.8296,234.47999572753906,27.059585571289062,0.709991455078125
2025-08-07,233.92999267578125,260.95404,233.77000427246094,27.0240478515625,0.1599884033203125
2025-08-08,233.44000244140625,260.0499,233.92999267578125,26.609893798828125,0.489990234375
2025-08-11,233.7899932861328,259.7162,233.44000244140625,25.926193237304688,0.3499908447265625
2025-08-12,235.52000427246094,260.7837,233.7899932861328,25.263687133789062,1.730010986328125
2025-08-13,238.6699981689453,259.99878,235.52000427246094,21.328781127929688,3.149993896484375
2025-08-14,236.94000244140625,259.5525,238.6699981689453,22.61248779296875,1.7299957275390625
2025-08-18,238.16000366210938,260.69528,236.94000244140625,22.5352783203125,1.220001220703125
2025-08-19,237.94000244140625,262.89157,238.16000366210938,24.951568603515625,0.220001220703125
2025-08-20,237.92999267578125,262.73706,237.94000244140625,24.80706787109375,0.010009765625
2025-08-21,238.2899932861328,262.66818,237.92999267578125,24.378189086914062,0.3600006103515625
2025-08-22,236.2899932861328,264.97543,238.2899932861328,28.685440063476562,2.0
2025-08-25,236.75999450683594,265.2354,236.2899932861328,28.475418090820312,0.470001220703125
2025-08-26,234.19000244140625,267.32166,236.75999450683594,33.13165283203125,2.5699920654296875
2025-08-28,233.38999938964844,267.2645,234.19000244140625,33.87449645996094,0.8000030517578125
2025-08-29,233.7100067138672,268.4045,233.38999938964844,34.69450378417969,0.32000732421875
2025-09-01,238.72000122070312,269.402,233.7100067138672,30.6820068359375,5.0099945068359375
2025-09-02,239.49000549316406,270.58414,238.72000122070312,31.094131469726562,0.7700042724609375
2025-09-03,239.07000732421875,269.31906,239.49000549316406,30.249053955078125,0.4199981689453125
2025-09-04,235.72000122070312,271.987,239.07000732421875,36.266998291015625,3.350006103515625
2025-09-05,234.1300048828125,271.44717,235.72000122070312,37.317169189453125,1.589996337890625
2025-09-08,232.52999877929688,273.39728,234.1300048828125,40.867279052734375,1.600006103515625
2025-09-09,231.3300018310547,272.81488,232.52999877929688,41.48487854003906,1.1999969482421875
2025-09-10,231.74000549316406,271.96667,231.3300018310547,40.22666931152344,0.410003662109375
2025-09-11,233.75999450683594,271.61145,231.74000549316406,37.85145568847656,2.019989013671875
2025-09-12,233.25,270.29947,233.75999450683594,37.049468994140625,0.5099945068359375
2025-09-15,232.25999450683594,273.05893,233.25,40.79893493652344,0.9900054931640625
2025-09-16,235.08999633789062,272.66208,232.25999450683594,37.57208251953125,2.8300018310546875
2025-09-17,236.8800048828125,270.83344,235.08999633789062,33.95343017578125,1.790008544921875
2025-09-18,235.58999633789062,270.80478,236.8800048828125,35.21478271484375,1.290008544921875
2025-09-19,236.69000244140625,270.95038,235.58999633789062,34.2603759765625,1.100006103515625
2025-09-22,237.47000122070312,269.5711,236.69000244140625,32.101104736328125,0.779998779296875
2025-09-23,236.66000366210938,270.18576,237.47000122070312,33.5257568359375,0.80999755859375
2025-09-24,238.52000427246094,272.99457,236.66000366210938,34.47456359863281,1.8600006103515625
2025-09-25,239.6699981689453,271.29346,238.52000427246094,31.623458862304688,1.149993896484375
2025-09-26,238.02000427246094,270.9466,239.6699981689453,32.92658996582031,1.649993896484375
2025-09-29,239.97999572753906,272.7391,238.02000427246094,32.75910949707031,1.959991455078125
2025-09-30,239.5,273.75293,239.97999572753906,34.2529296875,0.4799957275390625
2025-10-01,243.0399932861328,270.80838,239.5,27.768386840820312,3.5399932861328125
2025-10-03,243.66000366210938,270.4042,243.0399932861328,26.74420166015625,0.6200103759765625
2025-10-06,245.86000061035156,272.7707,243.66000366210938,26.910690307617188,2.1999969482421875
2025-10-07,245.32000732421875,274.89056,245.86000061035156,29.570556640625,0.5399932861328125
2025-10-08,241.80999755859375,274.36148,245.32000732421875,32.551483154296875,3.510009765625
2025-10-09,243.38999938964844,276.09595,241.80999755859375,32.70594787597656,1.5800018310546875
2025-10-10,246.33999633789062,276.57513,243.38999938964844,30.235137939453125,2.9499969482421875
2025-10-13,244.08999633789062,277.8531,246.33999633789062,33.763092041015625,2.25
2025-10-14,244.69000244140625,277.03784,244.08999633789062,32.34783935546875,0.600006103515625
2025-10-15,247.72000122070312,277.29034,244.69000244140625,29.570343017578125,3.029998779296875
2025-10-16,248.35000610351562,277.4973,247.72000122070312,29.147308349609375,0.6300048828125
2025-10-17,247.69000244140625,279.34195,248.35000610351562,31.651947021484375,0.660003662109375
2025-10-20,248.74000549316406,277.15173,247.69000244140625,28.411727905273438,1.0500030517578125
2025-10-21,248.1199951171875,278.1579,248.74000549316406,30.03790283203125,0.6200103759765625
2025-10-23,252.30999755859375,278.94156,248.1199951171875,26.631561279296875,4.19000244140625
2025-10-24,254.9600067138672,278.77173,252.30999755859375,23.811721801757812,2.6500091552734375
2025-10-27,253.27000427246094,278.99933,254.9600067138672,25.729324340820312,1.69000244140625
2025-10-28,250.5399932861328,280.19208,253.27000427246094,29.652084350585938,2.730010986328125
2025-10-29,255.63999938964844,282.06573,250.5399932861328,26.425735473632812,5.100006103515625
2025-10-30,254.52999877929688,283.20935,255.63999938964844,28.679351806640625,1.1100006103515625
2025-10-31,255.3699951171875,284.62738,254.52999877929688,29.25738525390625,0.839996337890625
2025-11-03,257.54998779296875,284.60602,255.3699951171875,27.0560302734375,2.17999267578125
2025-11-04,252.35000610351562,287.50793,257.54998779296875,35.157928466796875,5.199981689453125
2025-11-06,251.5,287.263,252.35000610351562,35.76300048828125,0.850006103515625
2025-11-07,252.1999969482422,288.6958,251.5,36.49580383300781,0.6999969482421875
2025-11-10,251.39999389648438,290.08447,252.1999969482422,38.684478759765625,0.8000030517578125
2025-11-11,249.4499969482422,288.68045,251.39999389648438,39.23045349121094,1.9499969482421875
2025-11-12,253.85000610351562,288.75198,249.4499969482422,34.9019775390625,4.4000091552734375
2025-11-13,250.85000610351562,289.6594,253.85000610351562,38.80938720703125,3.0
2025-11-14,247.60000610351562,289.3026,250.85000610351562,41.702606201171875,3.25
2025-11-17,248.0500030517578,288.90363,247.60000610351562,40.85362243652344,0.4499969482421875
2025-11-18,246.9499969482422,290.21906,248.0500030517578,43.26905822753906,1.100006103515625
2025-11-19,249.0,288.06775,246.9499969482422,39.0677490234375,2.0500030517578125
2025-11-20,248.0500030517578,286.96072,249.0,38.91072082519531,0.9499969482421875
2025-11-21,246.9499969482422,286.6306,248.0500030517578,39.68061828613281,1.100006103515625
2025-11-24,245.75,286.6123,246.9499969482422,40.8623046875,1.1999969482421875
2025-11-25,245.35000610351562,285.9248,245.75,40.574798583984375,0.399993896484375
2025-11-26,247.6999969482422,286.1394,245.35000610351562,38.43940734863281,2.3499908447265625
2025-11-27,244.0,286.89157,247.6999969482422,42.891571044921875,3.6999969482421875
2025-11-28,243.25,286.5635,244.0,43.313507080078125,0.75
2025-12-01,244.8300018310547,286.85248,243.25,42.02247619628906,1.5800018310546875
2025-12-02,243.5399932861328,285.7459,244.8300018310547,42.20591735839844,1.290008544921875
2025-12-03,240.02000427246094,285.72427,243.5399932861328,45.70426940917969,3.519989013671875
2025-12-04,242.22999572753906,284.5484,240.02000427246094,42.31840515136719,2.209991455078125
2025-12-05,241.22999572753906,284.19574,242.22999572753906,42.96574401855469,1.0
2025-12-08,238.52000427246094,282.91373,241.22999572753906,44.39372253417969,2.709991455078125
2025-12-09,239.83999633789062,281.87726,238.52000427246094,42.037261962890625,1.3199920654296875
2025-12-10,239.2899932861328,280.93613,239.83999633789062,41.64613342285156,0.5500030517578125
2025-12-11,238.41000366210938,279.3399,239.2899932861328,40.929901123046875,0.8799896240234375
2025-12-12,238.02000427246094,277.0313,238.41000366210938,39.01130676269531,0.3899993896484375
