symbol,asset_type,n_total,train_end,val_end,status,lstm_mae,lstm_rmse,lstm_mape,lstm_r2,lstm_dir_acc,lstm_dir_acc_nonflat,lstm_flat_day_ratio,lstm_test_n,transformer_mae,transformer_rmse,transformer_mape,transformer_r2,transformer_dir_acc,transformer_dir_acc_nonflat,transformer_flat_day_ratio,transformer_test_n,naive_mae,naive_rmse,naive_mape,naive_dir_acc,eval_csv,test_rows,mae_winner,rmse_winner,mape_winner,r2_winner,dir_acc_winner
RELIANCE.NS,stocks,1218,852,1035,ok,49.875837815915304,63.54198211272107,3.412437468211155,0.19980781771443246,48.08743169398907,48.61878453038674,1.092896174863388,183,118.00328189036885,137.1008711689079,8.016212995333786,-2.725231073829924,49.18032786885246,49.72375690607735,1.092896174863388,183,13.1666593291069,18.064243153594166,0.9261882532829939,1.092896174863388,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_RELIANCE_NS.csv,183,lstm,lstm,lstm,lstm,transformer
AXISBANK.NS,stocks,1218,852,1035,ok,80.95634352053449,91.30617302487796,6.446539128464083,0.12513341115640275,47.540983606557376,47.8021978021978,0.546448087431694,183,92.37848600794058,105.15548719835384,7.305415280116426,-0.16039388171685154,49.72677595628415,50.0,0.546448087431694,183,13.549724641393443,19.28471991687877,1.0900416416848602,0.546448087431694,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_AXISBANK_NS.csv,183,lstm,lstm,lstm,lstm,transformer
HDFCBANK.NS,stocks,1218,852,1035,ok,114.96256743884477,123.57693274467684,11.960655766180327,-1.8006555584428297,56.830601092896174,57.14285714285714,0.546448087431694,183,60.684169414916326,92.02234166556931,7.151739148280697,-0.5529999355324557,48.63387978142077,48.9010989010989,0.546448087431694,183,7.6549155646986,10.642793788549202,0.8572445333725136,0.546448087431694,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_HDFCBANK_NS.csv,183,transformer,transformer,transformer,transformer,lstm
ONGC.NS,stocks,1218,852,1035,ok,6.281874859919314,7.952752141981333,2.459093102348607,0.7999932963413106,44.26229508196721,44.505494505494504,0.546448087431694,183,12.784724417931395,17.216079420973617,4.808943541130155,0.06270095923436936,48.08743169398907,48.35164835164835,0.546448087431694,183,2.483005711289703,3.6654496265924696,0.9679778702735043,0.546448087431694,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_ONGC_NS.csv,183,lstm,lstm,lstm,lstm,transformer
SBIN.NS,stocks,1218,852,1035,ok,161.87153100185708,190.16657537380257,15.620622194778319,-1.6670537728411468,43.169398907103826,43.646408839779006,1.092896174863388,183,90.44666928150615,110.97844215280033,8.708835549517655,0.0916762931929489,44.80874316939891,45.30386740331492,1.092896174863388,183,9.668306611274762,14.5109072003381,0.95841577004841,1.092896174863388,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_SBIN_NS.csv,183,transformer,transformer,transformer,transformer,transformer
INFY.NS,stocks,1218,852,1035,ok,72.51531348723532,91.67705200619122,5.0528970925692995,0.49021727481524346,46.44808743169399,46.96132596685083,1.092896174863388,183,90.48453375811134,106.37765547373793,6.268415397391454,0.31361993060760684,51.36612021857923,51.93370165745856,1.092896174863388,183,17.518027717298498,24.86328913776415,1.2085224526909926,1.092896174863388,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_INFY_NS.csv,183,lstm,lstm,lstm,lstm,transformer
TCS.NS,stocks,1218,852,1035,ok,234.87594454405738,320.82492712964586,8.788157201717004,-0.3637475067771281,47.540983606557376,47.8021978021978,0.546448087431694,183,403.57103825136613,470.8619095779741,14.613719245383411,-1.937547380286325,46.994535519125684,47.25274725274725,0.546448087431694,183,30.782517396687158,42.893341233881564,1.0645352178387126,0.546448087431694,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_TCS_NS.csv,183,lstm,lstm,lstm,lstm,lstm
ICICIBANK.NS,stocks,1218,852,1035,ok,96.21980193925035,103.34271433437273,6.932272838531982,-2.878693201697546,57.377049180327866,57.692307692307686,0.546448087431694,183,77.25797392631489,89.4396579535833,5.762815937484207,-1.9052663889393693,45.90163934426229,46.15384615384615,0.546448087431694,183,11.830050108862705,15.987004589399653,0.8726154387113618,0.546448087431694,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_ICICIBANK_NS.csv,183,transformer,transformer,transformer,transformer,lstm
KOTAKBANK.NS,stocks,1218,852,1035,ok,22.7703455523715,25.390723539580414,5.448730029653914,-0.3135562573743118,54.09836065573771,55.00000000000001,1.639344262295082,183,42.230388036842555,47.05639131275615,10.07341469889381,-3.5116537435617774,55.19125683060109,56.111111111111114,1.639344262295082,183,3.815682666549266,5.092918635811635,0.9449921579066295,1.639344262295082,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_KOTAKBANK_NS.csv,183,lstm,lstm,lstm,lstm,transformer
ADANIPORTS.NS,stocks,1218,852,1035,ok,168.25881441043376,183.06737057651648,11.441479863417486,-4.962696685510912,51.36612021857923,52.22222222222223,1.639344262295082,183,143.37985879866804,158.28506477748354,9.718739417908786,-3.4575960203465703,53.00546448087432,53.888888888888886,1.639344262295082,183,17.85573890560963,25.415468738958854,1.2442251003882072,1.639344262295082,D:\major-project\backend\stockproject\predictor\models\fresh_eval_stocks_ADANIPORTS_NS.csv,183,transformer,transformer,transformer,transformer,transformer
